ツモ,対応地形数,使用ミノ,未使用ミノ,テト譜
ZTJOSLI,0,,,
ZTOJISL,1,TILJSZO,,v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8JeULYaAFLDmClc?JSAVDEHBEooRBaoAVBJn/wCzCBAAvhFZkBTjBGnBNlBXnBC?rB
LTSZIJO,0,,,
OTSIZLJ,0,,,
ZTOJSLI,0,,,
LTSZIOJ,0,,,
IZLSTJO,1,TILJSZO,,v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8Je3LYaAFLDmClc?JSAVDEHBEooRBToAVBUuKWC6/AAAvhFtqBZkBToB6sB0mBO?qB
LSZOTJI,1,TILJSZO,,v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8Je3LYaAFLDmClc?JSAVDEHBEooRBToAVBUuKWC6/AAAvhFtqBZkBToB6sB0mBO?qB
ZOTJISL,1,TILJSZO,,v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8JeULYaAFLDmClc?JSAVDEHBEooRBaoAVBJn/wCzCBAAvhFZkBTjBGnBNlBXnBC?rB
TIOLJSZ,1,TILJSZO,,v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8Je9LYaAFLDmClc?JSAVDEHBEooRBUoAVBP+TPCzXBAAvhFTlBZkBSoBmhB3nB0?qB
LTSZOIJ,0,,,
ZOTJSLI,0,,,
OJTZLIS,1,TILJSZO,,v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8Je3LYaAFLDmClc?JSAVDEHBEooRBToAVBUuKWC6/AAAvhFtqBZkBToB6sB0mBO?qB
IZLSTOJ,1,TILJSZO,,v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8Je3LYaAFLDmClc?JSAVDEHBEooRBToAVBUuKWC6/AAAvhFtqBZkBToB6sB0mBO?qB
LTSOZIJ,0,,,
LSZTOJI,1,TILJSZO,,v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8Je3LYaAFLDmClc?JSAVDEHBEooRBToAVBUuKWC6/AAAvhFtqBZkBToB6sB0mBO?qB
OZTJSLI,0,,,
TOSIZLJ,0,,,
TOILJSZ,1,TILJSZO,,v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8Je9LYaAFLDmClc?JSAVDEHBEooRBUoAVBP+TPCzXBAAvhFTlBZkBSoBmhB3nB0?qB
LTOSZIJ,0,,,
OTZJSLI,0,,,
IZLSOTJ,1,TILJSZO,,v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8Je3LYaAFLDmClc?JSAVDEHBEooRBToAVBUuKWC6/AAAvhFtqBZkBToB6sB0mBO?qB
LSZTJOI,1,TILJSZO,,v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8Je3LYaAFLDmClc?JSAVDEHBEooRBToAVBUuKWC6/AAAvhFtqBZkBToB6sB0mBO?qB
TSOIZLJ,0,,,
OZTJISL,1,TILJSZO,,v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8JeULYaAFLDmClc?JSAVDEHBEooRBaoAVBJn/wCzCBAAvhFZkBTjBGnBNlBXnBC?rB
OTILJSZ,1,TILJSZO,,v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8Je9LYaAFLDmClc?JSAVDEHBEooRBUoAVBP+TPCzXBAAvhFTlBZkBSoBmhB3nB0?qB
JOTZLIS,1,TILJSZO,,v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8Je3LYaAFLDmClc?JSAVDEHBEooRBToAVBUuKWC6/AAAvhFtqBZkBToB6sB0mBO?qB
TSIOZLJ,0,,,
LOTSZIJ,0,,,
LSZTJIO,1,TILJSZO,,v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8Je3LYaAFLDmClc?JSAVDEHBEooRBToAVBUuKWC6/AAAvhFtqBZkBToB6sB0mBO?qB
TOZJSLI,0,,,
TSIZOLJ,0,,,
OTZJISL,1,TILJSZO,,v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8JeULYaAFLDmClc?JSAVDEHBEooRBaoAVBJn/wCzCBAAvhFZkBTjBGnBNlBXnBC?rB
OTILJZS,1,TILJSZO,,v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8Je3LYaAFLDmClc?JSAVDEHBEooRBToAVBUuKWC6/AAAvhFtqBZkBToB6sB0mBO?qB
OLTSZIJ,0,,,
LZSTJIO,1,TILJSZO,,v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8Je3LYaAFLDmClc?JSAVDEHBEooRBToAVBUuKWC6/AAAvhFtqBZkBToB6sB0mBO?qB
TSIZLOJ,0,,,
TZOJSLI,0,,,
OLTZSIJ,0,,,
TOZJISL,1,TILJSZO,,v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8JeULYaAFLDmClc?JSAVDEHBEooRBaoAVBJn/wCzCBAAvhFZkBTjBGnBNlBXnBC?rB
TSIZLJO,0,,,
TOILJZS,1,TILJSZO,,v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8Je3LYaAFLDmClc?JSAVDEHBEooRBToAVBUuKWC6/AAAvhFtqBZkBToB6sB0mBO?qB
TZJOSLI,0,,,
LZSTJOI,1,TILJSZO,,v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8Je3LYaAFLDmClc?JSAVDEHBEooRBToAVBUuKWC6/AAAvhFtqBZkBToB6sB0mBO?qB
LOTZSIJ,0,,,
TSILZJO,0,,,
TZJSOLI,0,,,
TZOJISL,1,TILJSZO,,v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8JeULYaAFLDmClc?JSAVDEHBEooRBaoAVBJn/wCzCBAAvhFZkBTjBGnBNlBXnBC?rB
LTOZSIJ,0,,,
TIOLJZS,1,TILJSZO,,v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8Je3LYaAFLDmClc?JSAVDEHBEooRBToAVBUuKWC6/AAAvhFtqBZkBToB6sB0mBO?qB
TSILZOJ,0,,,
LZSTOJI,1,TILJSZO,,v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8Je3LYaAFLDmClc?JSAVDEHBEooRBToAVBUuKWC6/AAAvhFtqBZkBToB6sB0mBO?qB
TZJSLOI,0,,,
LTZOSIJ,0,,,
TZJOISL,1,TILJSZO,,v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8JeULYaAFLDmClc?JSAVDEHBEooRBaoAVBJn/wCzCBAAvhFZkBTjBGnBNlBXnBC?rB
TZJSLIO,0,,,
LTZSOIJ,0,,,
JTOZLIS,1,TILJSZO,,v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8Je3LYaAFLDmClc?JSAVDEHBEooRBToAVBUuKWC6/AAAvhFtqBZkBToB6sB0mBO?qB
LZSOTJI,1,TILJSZO,,v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8Je3LYaAFLDmClc?JSAVDEHBEooRBToAVBUuKWC6/AAAvhFtqBZkBToB6sB0mBO?qB
IZLOSTJ,1,TILJSZO,,v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8Je3LYaAFLDmClc?JSAVDEHBEooRBToAVBUuKWC6/AAAvhFtqBZkBToB6sB0mBO?qB
TJZSLIO,0,,,
LTZSIOJ,0,,,
TZJIOSL,1,TILJSZO,,v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8JeULYaAFLDmClc?JSAVDEHBEooRBaoAVBJn/wCzCBAAvhFZkBTjBGnBNlBXnBC?rB
TJZSLOI,0,,,
LTZSIJO,0,,,
LZOSTJI,1,TILJSZO,,v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8Je3LYaAFLDmClc?JSAVDEHBEooRBToAVBUuKWC6/AAAvhFtqBZkBToB6sB0mBO?qB
TZJISOL,0,,,
TJZSOLI,0,,,
IZOLSTJ,1,TILJSZO,,v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8Je3LYaAFLDmClc?JSAVDEHBEooRBToAVBUuKWC6/AAAvhFtqBZkBToB6sB0mBO?qB
TSILOZJ,0,,,
TILOJZS,1,TILJSZO,,v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8Je3LYaAFLDmClc?JSAVDEHBEooRBToAVBUuKWC6/AAAvhFtqBZkBToB6sB0mBO?qB
TJZOSLI,0,,,
TZJISLO,0,,,
LOZSTJI,1,TILJSZO,,v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8Je3LYaAFLDmClc?JSAVDEHBEooRBToAVBUuKWC6/AAAvhFtqBZkBToB6sB0mBO?qB
TSIOLZJ,0,,,
IOZLSTJ,1,TILJSZO,,v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8Je3LYaAFLDmClc?JSAVDEHBEooRBToAVBUuKWC6/AAAvhFtqBZkBToB6sB0mBO?qB
LOSITZJ,1,TILJSZO,,v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8Je3LYaAFLDmClc?JSAVDEHBEooRBToAVBUuKWC6/AAAvhFtqBZkBToB6sB0mBO?qB
OZLSIJT,0,,,
TJZISLO,0,,,
TSOILZJ,0,,,
OLZSIJT,0,,,
TILJOZS,1,TILJSZO,,v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8Je3LYaAFLDmClc?JSAVDEHBEooRBToAVBUuKWC6/AAAvhFtqBZkBToB6sB0mBO?qB
OLZSTJI,1,TILJSZO,,v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8Je3LYaAFLDmClc?JSAVDEHBEooRBToAVBUuKWC6/AAAvhFtqBZkBToB6sB0mBO?qB
OIZLSTJ,1,TILJSZO,,v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8Je3LYaAFLDmClc?JSAVDEHBEooRBToAVBUuKWC6/AAAvhFtqBZkBToB6sB0mBO?qB
TJZISOL,0,,,
TOSILZJ,0,,,
LSOITZJ,1,TILJSZO,,v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8Je3LYaAFLDmClc?JSAVDEHBEooRBToAVBUuKWC6/AAAvhFtqBZkBToB6sB0mBO?qB
LOZSIJT,0,,,
TJZIOSL,0,,,
OTSILZJ,0,,,
LZOSIJT,0,,,
OZILSTJ,1,TILJSZO,,v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8Je3LYaAFLDmClc?JSAVDEHBEooRBToAVBUuKWC6/AAAvhFtqBZkBToB6sB0mBO?qB
TILJZOS,2,TILJSZO,,v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8Je3LYaAFLDmClc?JSAVDEHBEooRBToAVBUuKWC6/AAAvhFtqBZkBToB6sB0mBO?qB;v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8Je0KYaAFLDmClc?JSAVDEHBEooRBaoAVBU+LgCKNBAAvhF9rBZkBStBTlBmmB3?sB
TJZOISL,0,,,
LSIOTZJ,1,TILJSZO,,v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8Je3LYaAFLDmClc?JSAVDEHBEooRBToAVBUuKWC6/AAAvhFtqBZkBToB6sB0mBO?qB
JTZOLIS,2,TILJSZO,,v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8Je3LYaAFLDmClc?JSAVDEHBEooRBToAVBUuKWC6/AAAvhFtqBZkBToB6sB0mBO?qB;v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8Je0KYaAFLDmClc?JSAVDEHBEooRBaoAVBU+LgCKNBAAvhF9rBZkBStBTlBmmB3?sB
LZSOIJT,0,,,
OTSILJZ,1,TILJSZO,,v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8JeWQYaAFLDmClc?JSAVDEHBEooRBKoAVBJHstC0XBAAvhFZkBToB6sBfsBNqBU?rB
TJOZISL,0,,,
TILJZSO,0,,,
LZSIOJT,0,,,
ZOILSTJ,1,TILJSZO,,v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8Je3LYaAFLDmClc?JSAVDEHBEooRBToAVBUuKWC6/AAAvhFtqBZkBToB6sB0mBO?qB
LSITOZJ,1,TILJSZO,,v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8Je3LYaAFLDmClc?JSAVDEHBEooRBToAVBUuKWC6/AAAvhFtqBZkBToB6sB0mBO?qB
TOJZISL,0,,,
TILZJSO,0,,,
LZSIJOT,0,,,
JTZLOIS,2,TILJSZO,,v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8Je3LYaAFLDmClc?JSAVDEHBEooRBToAVBUuKWC6/AAAvhFtqBZkBToB6sB0mBO?qB;v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8Je0KYaAFLDmClc?JSAVDEHBEooRBaoAVBU+LgCKNBAAvhF9rBZkBStBTlBmmB3?sB
TOSILJZ,1,TILJSZO,,v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8JeWQYaAFLDmClc?JSAVDEHBEooRBKoAVBJHstC0XBAAvhFZkBToB6sBfsBNqBU?rB
ZIOLSTJ,1,TILJSZO,,v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8Je3LYaAFLDmClc?JSAVDEHBEooRBToAVBUuKWC6/AAAvhFtqBZkBToB6sB0mBO?qB
OZLSTJI,1,TILJSZO,,v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8Je3LYaAFLDmClc?JSAVDEHBEooRBToAVBUuKWC6/AAAvhFtqBZkBToB6sB0mBO?qB
LZSIJTO,0,,,
ZOLSTJI,1,TILJSZO,,v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8Je3LYaAFLDmClc?JSAVDEHBEooRBToAVBUuKWC6/AAAvhFtqBZkBToB6sB0mBO?qB
LSZIJTO,0,,,
OTJZISL,0,,,
JTZLIOS,2,TILJSZO,,v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8Je3LYaAFLDmClc?JSAVDEHBEooRBToAVBUuKWC6/AAAvhFtqBZkBToB6sB0mBO?qB;v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8Je0KYaAFLDmClc?JSAVDEHBEooRBaoAVBU+LgCKNBAAvhF9rBZkBStBTlBmmB3?sB
ZLOSTJI,1,TILJSZO,,v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8Je3LYaAFLDmClc?JSAVDEHBEooRBToAVBUuKWC6/AAAvhFtqBZkBToB6sB0mBO?qB
LSZIJOT,0,,,
JTZLISO,0,,,
TSOILJZ,1,TILJSZO,,v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8JeWQYaAFLDmClc?JSAVDEHBEooRBKoAVBJHstC0XBAAvhFZkBToB6sBfsBNqBU?rB
LSZIOJT,0,,,
OTJIZSL,1,TILJSZO,,v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8JeULYaAFLDmClc?JSAVDEHBEooRBaoAVBJn/wCzCBAAvhFZkBTjBGnBNlBXnBC?rB
ZLSOTJI,1,TILJSZO,,v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8Je3LYaAFLDmClc?JSAVDEHBEooRBToAVBUuKWC6/AAAvhFtqBZkBToB6sB0mBO?qB
JZTLISO,0,,,
LSZOIJT,0,,,
JZTLIOS,0,,,
TSIOLJZ,1,TILJSZO,,v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8JeWQYaAFLDmClc?JSAVDEHBEooRBKoAVBJHstC0XBAAvhFZkBToB6sBfsBNqBU?rB
LSOZIJT,0,,,
ZLSTOJI,1,TILJSZO,,v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8Je3LYaAFLDmClc?JSAVDEHBEooRBToAVBUuKWC6/AAAvhFtqBZkBToB6sB0mBO?qB
TOJIZSL,1,TILJSZO,,v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8JeULYaAFLDmClc?JSAVDEHBEooRBaoAVBJn/wCzCBAAvhFZkBTjBGnBNlBXnBC?rB
TILZJOS,2,TILJSZO,,v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8Je3LYaAFLDmClc?JSAVDEHBEooRBToAVBUuKWC6/AAAvhFtqBZkBToB6sB0mBO?qB;v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8Je0KYaAFLDmClc?JSAVDEHBEooRBaoAVBU+LgCKNBAAvhF9rBZkBStBTlBmmB3?sB
JZTLOIS,0,,,
LOSZIJT,0,,,
JZTOLIS,0,,,
OLSZIJT,0,,,
TJOIZSL,1,TILJSZO,,v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8JeULYaAFLDmClc?JSAVDEHBEooRBaoAVBJn/wCzCBAAvhFZkBTjBGnBNlBXnBC?rB
ZLSTJOI,1,TILJSZO,,v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8Je3LYaAFLDmClc?JSAVDEHBEooRBToAVBUuKWC6/AAAvhFtqBZkBToB6sB0mBO?qB
TILZOJS,2,TILJSZO,,v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8Je3LYaAFLDmClc?JSAVDEHBEooRBToAVBUuKWC6/AAAvhFtqBZkBToB6sB0mBO?qB;v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8Je0KYaAFLDmClc?JSAVDEHBEooRBaoAVBU+LgCKNBAAvhF9rBZkBStBTlBmmB3?sB
TSILOJZ,2,TILJSZO,,v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8JeWQYaAFLDmClc?JSAVDEHBEooRBKoAVBJHstC0XBAAvhFZkBToB6sBfsBNqBU?rB;v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8Je3HYaAFLDmClc?JSAVDEHBEooRBToAVBMuKxCqXBAAvhFCrBZkBzhBNlBGoBU?rB
OLSIZJT,0,,,
JZOTLIS,0,,,
TJIOZSL,1,TILJSZO,,v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8JeULYaAFLDmClc?JSAVDEHBEooRBaoAVBJn/wCzCBAAvhFZkBTjBGnBNlBXnBC?rB
ZLSTJIO,1,TILJSZO,,v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8Je3LYaAFLDmClc?JSAVDEHBEooRBToAVBUuKWC6/AAAvhFtqBZkBToB6sB0mBO?qB
LOSIZJT,0,,,
JOZTLIS,0,,,
TILOZJS,1,TILJSZO,,v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8Je3LYaAFLDmClc?JSAVDEHBEooRBToAVBUuKWC6/AAAvhFtqBZkBToB6sB0mBO?qB
TSILJOZ,1,TILJSZO,,v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8Je3HYaAFLDmClc?JSAVDEHBEooRBToAVBMuKxCqXBAAvhFCrBZkBzhBNlBGoBU?rB
TJIZOSL,0,,,
LSOIZJT,0,,,
OJZTLIS,0,,,
ZLTSJIO,0,,,
TSILJZO,0,,,
TJIZSOL,0,,,
TIOLZJS,1,TILJSZO,,v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8Je3LYaAFLDmClc?JSAVDEHBEooRBToAVBUuKWC6/AAAvhFtqBZkBToB6sB0mBO?qB
OZJTLIS,0,,,
ZLTSJOI,0,,,
LSIOZJT,0,,,
STILJZO,1,TILJSZO,,v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8Je3LYaAFLDmClc?JSAVDEHBEooRBToAVBUuKWC6/AAAvhFtqBZkBToB6sB0mBO?qB
TJIZSLO,0,,,
ZOJTLIS,0,,,
ZLTSOJI,0,,,
LSIZOJT,0,,,
TOILZJS,1,TILJSZO,,v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8Je3LYaAFLDmClc?JSAVDEHBEooRBToAVBUuKWC6/AAAvhFtqBZkBToB6sB0mBO?qB
TJISZLO,0,,,
ZJOTLIS,0,,,
ZLTOSJI,0,,,
LSIZJOT,0,,,
STILJOZ,2,TILJSZO,,v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8Je3LYaAFLDmClc?JSAVDEHBEooRBToAVBUuKWC6/AAAvhFtqBZkBToB6sB0mBO?qB;v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8Je3HYaAFLDmClc?JSAVDEHBEooRBToAVBMuKxCqXBAAvhFCrBZkBzhBNlBGoBU?rB
TJISZOL,0,,,
ZJTOLIS,0,,,
ZLOTSJI,0,,,
LSIZJTO,0,,,
OTILZJS,1,TILJSZO,,v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8Je3LYaAFLDmClc?JSAVDEHBEooRBToAVBUuKWC6/AAAvhFtqBZkBToB6sB0mBO?qB
TJISOZL,0,,,
ZJTLOIS,0,,,
ZOLTSJI,0,,,
LSIJZTO,0,,,
ZJTLIOS,0,,,
OTIZLJS,1,TILJSZO,,v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8Je3LYaAFLDmClc?JSAVDEHBEooRBToAVBUuKWC6/AAAvhFtqBZkBToB6sB0mBO?qB
OZLTSJI,0,,,
STILOJZ,3,TILJSZO,,v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8Je3LYaAFLDmClc?JSAVDEHBEooRBToAVBUuKWC6/AAAvhFtqBZkBToB6sB0mBO?qB;v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8JeWQYaAFLDmClc?JSAVDEHBEooRBKoAVBJHstC0XBAAvhFZkBToB6sBfsBNqBU?rB;v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8Je3HYaAFLDmClc?JSAVDEHBEooRBToAVBMuKxCqXBAAvhFCrBZkBzhBNlBGoBU?rB
LSIJZOT,0,,,
TJIOSZL,1,TILJSZO,,v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8JeULYaAFLDmClc?JSAVDEHBEooRBaoAVBJn/wCzCBAAvhFZkBTjBGnBNlBXnBC?rB
ZJTLISO,0,,,
OLZTSJI,0,,,
LSIJOZT,0,,,
TOIZLJS,1,TILJSZO,,v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8Je3LYaAFLDmClc?JSAVDEHBEooRBToAVBUuKWC6/AAAvhFtqBZkBToB6sB0mBO?qB
ZJTLSIO,0,,,
STIOLJZ,2,TILJSZO,,v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8Je3LYaAFLDmClc?JSAVDEHBEooRBToAVBUuKWC6/AAAvhFtqBZkBToB6sB0mBO?qB;v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8JeWQYaAFLDmClc?JSAVDEHBEooRBKoAVBJHstC0XBAAvhFZkBToB6sBfsBNqBU?rB
LSIOJZT,0,,,
LOZTSJI,0,,,
TJOISZL,1,TILJSZO,,v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8JeULYaAFLDmClc?JSAVDEHBEooRBaoAVBJn/wCzCBAAvhFZkBTjBGnBNlBXnBC?rB
ZJTLSOI,0,,,
TIOZLJS,1,TILJSZO,,v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8Je3LYaAFLDmClc?JSAVDEHBEooRBToAVBUuKWC6/AAAvhFtqBZkBToB6sB0mBO?qB
LSOIJZT,0,,,
LZOTSJI,0,,,
ZJTLOSI,0,,,
TOJISZL,1,TILJSZO,,v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8JeULYaAFLDmClc?JSAVDEHBEooRBaoAVBJn/wCzCBAAvhFZkBTjBGnBNlBXnBC?rB
LOSIJZT,0,,,
LZTOSJI,0,,,
STOILJZ,2,TILJSZO,,v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8Je3LYaAFLDmClc?JSAVDEHBEooRBToAVBUuKWC6/AAAvhFtqBZkBToB6sB0mBO?qB;v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8JeWQYaAFLDmClc?JSAVDEHBEooRBKoAVBJHstC0XBAAvhFZkBToB6sBfsBNqBU?rB
ZJTOLSI,0,,,
OLSIJZT,0,,,
LZTSOJI,0,,,
TIZOLJS,2,TILJSZO,,v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8Je3LYaAFLDmClc?JSAVDEHBEooRBToAVBUuKWC6/AAAvhFtqBZkBToB6sB0mBO?qB;v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8Je0KYaAFLDmClc?JSAVDEHBEooRBaoAVBU+LgCKNBAAvhF9rBZkBStBTlBmmB3?sB
OTJISZL,1,TILJSZO,,v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8JeULYaAFLDmClc?JSAVDEHBEooRBaoAVBJn/wCzCBAAvhFZkBTjBGnBNlBXnBC?rB
ZJOTLSI,0,,,
LZTSJOI,0,,,
SOTILJZ,2,TILJSZO,,v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8Je3LYaAFLDmClc?JSAVDEHBEooRBToAVBUuKWC6/AAAvhFtqBZkBToB6sB0mBO?qB;v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8JeWQYaAFLDmClc?JSAVDEHBEooRBKoAVBJHstC0XBAAvhFZkBToB6sBfsBNqBU?rB
ZOJTLSI,0,,,
OLSIJTZ,1,TILJSZO,,v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8JeWQYaAFLDmClc?JSAVDEHBEooRBKoAVBJHstC0XBAAvhFZkBToB6sBfsBNqBU?rB
LZTSJIO,0,,,
TIZLOJS,2,TILJSZO,,v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8Je3LYaAFLDmClc?JSAVDEHBEooRBToAVBUuKWC6/AAAvhFtqBZkBToB6sB0mBO?qB;v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8Je0KYaAFLDmClc?JSAVDEHBEooRBaoAVBU+LgCKNBAAvhF9rBZkBStBTlBmmB3?sB
OZJTLSI,0,,,
LSITZOJ,1,TILJSZO,,v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8Je3LYaAFLDmClc?JSAVDEHBEooRBToAVBUuKWC6/AAAvhFtqBZkBToB6sB0mBO?qB
LTZSJIO,0,,,
OJZTLSI,0,,,
OSTILJZ,2,TILJSZO,,v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8Je3LYaAFLDmClc?JSAVDEHBEooRBToAVBUuKWC6/AAAvhFtqBZkBToB6sB0mBO?qB;v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8JeWQYaAFLDmClc?JSAVDEHBEooRBKoAVBJHstC0XBAAvhFZkBToB6sBfsBNqBU?rB
LOSIJTZ,1,TILJSZO,,v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8JeWQYaAFLDmClc?JSAVDEHBEooRBKoAVBJHstC0XBAAvhFZkBToB6sBfsBNqBU?rB
LTZSJOI,0,,,
ZILOSTJ,1,TILJSZO,,v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8Je3LYaAFLDmClc?JSAVDEHBEooRBToAVBUuKWC6/AAAvhFtqBZkBToB6sB0mBO?qB
JOZTLSI,0,,,
LSITZJO,1,TILJSZO,,v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8Je3LYaAFLDmClc?JSAVDEHBEooRBToAVBUuKWC6/AAAvhFtqBZkBToB6sB0mBO?qB
LTZSOJI,0,,,
JZOTLSI,0,,,
OSTILZJ,1,TILJSZO,,v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8Je3LYaAFLDmClc?JSAVDEHBEooRBToAVBUuKWC6/AAAvhFtqBZkBToB6sB0mBO?qB
LSIZTJO,1,TILJSZO,,v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8Je3LYaAFLDmClc?JSAVDEHBEooRBToAVBUuKWC6/AAAvhFtqBZkBToB6sB0mBO?qB
ZILSOTJ,1,TILJSZO,,v115@+gA8IeA8BeA8FeA8FeB8AeB8CeD8Je3LYaAFLDmClc?JSAVDEHBEooRBToAVBUuKWC6/AAAvhFtqBZkBToB6sB0mBO?qB
LTZOSJI,0,,,
